epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,4078.95,1.14858,1.46185,0.02334,0.79382,0.77365,0.81864,0.63091,1.09791,0.87715,0.02306,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756,0.0299927,0.00999756
12,4432.42,1.14763,1.44194,0.02327,0.80688,0.73929,0.82139,0.62909,1.10746,0.8811,0.02307,0.0299911,0.00999704,0.0299911,0.00999704,0.0299911,0.00999704,0.0299911,0.00999704
13,4784.51,1.13624,1.4092,0.02303,0.83316,0.76002,0.82011,0.63183,1.11853,0.81631,0.02334,0.0299894,0.00999648,0.0299894,0.00999648,0.0299894,0.00999648,0.0299894,0.00999648
14,5134,1.12833,1.38534,0.02281,0.81125,0.77719,0.81851,0.62605,1.11155,0.84438,0.02324,0.0299876,0.00999587,0.0299876,0.00999587,0.0299876,0.00999587,0.0299876,0.00999587
15,5485.49,1.13097,1.38494,0.02282,0.83876,0.77737,0.83874,0.65082,1.09406,0.85096,0.02303,0.0299856,0.00999521,0.0299856,0.00999521,0.0299856,0.00999521,0.0299856,0.00999521
16,5837.52,1.12483,1.35758,0.02273,0.84226,0.78203,0.84421,0.65519,1.0792,0.85151,0.0225,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945,0.0299835,0.0099945
17,6194.24,1.11286,1.34894,0.02238,0.85641,0.75913,0.83719,0.65232,1.09109,0.82456,0.02268,0.0299812,0.00999375,0.0299812,0.00999375,0.0299812,0.00999375,0.0299812,0.00999375
18,6546.5,1.11178,1.33967,0.02239,0.85388,0.7645,0.83612,0.65471,1.08654,0.81941,0.02251,0.0299788,0.00999294,0.0299788,0.00999294,0.0299788,0.00999294,0.0299788,0.00999294
19,6900.17,1.09963,1.32555,0.02217,0.83324,0.78668,0.83892,0.65631,1.07385,0.83743,0.02233,0.0299763,0.00999209,0.0299763,0.00999209,0.0299763,0.00999209,0.0299763,0.00999209
20,7251.12,1.10616,1.31866,0.02225,0.82209,0.78542,0.83751,0.65637,1.06642,0.83365,0.02214,0.0299736,0.00999118,0.0299736,0.00999118,0.0299736,0.00999118,0.0299736,0.00999118
21,7603.4,1.10017,1.3059,0.02199,0.82154,0.79029,0.83512,0.65347,1.06203,0.84066,0.02204,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023,0.0299707,0.00999023
22,7958.49,1.09298,1.28791,0.0219,0.82939,0.78411,0.83441,0.65386,1.06243,0.84228,0.02201,0.0299677,0.00998923,0.0299677,0.00998923,0.0299677,0.00998923,0.0299677,0.00998923
23,8307.63,1.0969,1.29731,0.02208,0.82729,0.78146,0.83173,0.65151,1.062,0.83066,0.02205,0.0299645,0.00998818,0.0299645,0.00998818,0.0299645,0.00998818,0.0299645,0.00998818
24,8658.72,1.09134,1.28886,0.02193,0.82879,0.79088,0.83342,0.65323,1.0558,0.8201,0.02201,0.0299613,0.00998708,0.0299613,0.00998708,0.0299613,0.00998708,0.0299613,0.00998708
25,9010.16,1.09148,1.28234,0.02199,0.83986,0.78389,0.83425,0.65483,1.05389,0.81845,0.02196,0.0299578,0.00998594,0.0299578,0.00998594,0.0299578,0.00998594,0.0299578,0.00998594
26,9365.12,1.09465,1.26739,0.02199,0.83604,0.79083,0.83477,0.65684,1.05434,0.81909,0.022,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474,0.0299542,0.00998474
27,9715.29,1.08885,1.26328,0.0218,0.84359,0.78622,0.83332,0.65428,1.05596,0.81577,0.02203,0.0299505,0.0099835,0.0299505,0.0099835,0.0299505,0.0099835,0.0299505,0.0099835
28,10065.2,1.09018,1.27171,0.02177,0.84715,0.78529,0.84113,0.66219,1.05609,0.81528,0.0221,0.0299466,0.0099822,0.0299466,0.0099822,0.0299466,0.0099822,0.0299466,0.0099822
29,10418.5,1.08678,1.26972,0.02183,0.83652,0.78987,0.83304,0.65583,1.05441,0.81952,0.02204,0.0299426,0.00998086,0.0299426,0.00998086,0.0299426,0.00998086,0.0299426,0.00998086
30,10769.3,1.08448,1.25418,0.0217,0.85848,0.77664,0.84058,0.66197,1.05866,0.81342,0.02219,0.0299384,0.00997947,0.0299384,0.00997947,0.0299384,0.00997947,0.0299384,0.00997947
31,11122.7,1.08254,1.25403,0.02168,0.85842,0.7745,0.83262,0.65506,1.06255,0.81204,0.02224,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803,0.0299341,0.00997803
32,11476.8,1.08389,1.26432,0.0217,0.86305,0.77259,0.83283,0.65653,1.06233,0.81468,0.02225,0.0299296,0.00997654,0.0299296,0.00997654,0.0299296,0.00997654,0.0299296,0.00997654
33,11829.8,1.08561,1.24813,0.02172,0.85992,0.77692,0.83282,0.65462,1.06328,0.81937,0.02231,0.029925,0.00997501,0.029925,0.00997501,0.029925,0.00997501,0.029925,0.00997501
34,12178.3,1.08056,1.24534,0.02156,0.83493,0.78909,0.83038,0.65273,1.06613,0.82496,0.02243,0.0299203,0.00997342,0.0299203,0.00997342,0.0299203,0.00997342,0.0299203,0.00997342
35,12528.5,1.07646,1.2409,0.02156,0.84251,0.78093,0.83041,0.65237,1.06614,0.83021,0.0224,0.0299154,0.00997179,0.0299154,0.00997179,0.0299154,0.00997179,0.0299154,0.00997179
36,12879.3,1.07683,1.23934,0.02161,0.85754,0.77798,0.83107,0.65283,1.06967,0.83563,0.02253,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011,0.0299103,0.00997011
37,13225.7,1.07471,1.22636,0.0215,0.85674,0.77793,0.83053,0.65098,1.07259,0.83712,0.02267,0.0299051,0.00996838,0.0299051,0.00996838,0.0299051,0.00996838,0.0299051,0.00996838
38,13579.5,1.07445,1.22774,0.02144,0.85722,0.77894,0.83776,0.65794,1.07527,0.83611,0.02274,0.0298998,0.0099666,0.0298998,0.0099666,0.0298998,0.0099666,0.0298998,0.0099666
39,13934,1.0794,1.23357,0.02152,0.85081,0.78332,0.83769,0.65621,1.07769,0.83232,0.02282,0.0298943,0.00996477,0.0298943,0.00996477,0.0298943,0.00996477,0.0298943,0.00996477
40,14282.3,1.07525,1.23101,0.02155,0.84699,0.78763,0.83679,0.65557,1.07663,0.8393,0.02278,0.0298887,0.00996289,0.0298887,0.00996289,0.0298887,0.00996289,0.0298887,0.00996289
41,14633.2,1.07343,1.23533,0.02141,0.84508,0.7897,0.83463,0.65374,1.07903,0.83966,0.0229,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
42,14987.2,1.07404,1.22621,0.02157,0.84047,0.78949,0.8338,0.65304,1.07819,0.84086,0.02283,0.029877,0.00995899,0.029877,0.00995899,0.029877,0.00995899,0.029877,0.00995899
43,15341.6,1.07007,1.21711,0.02149,0.85121,0.78029,0.83421,0.65402,1.0771,0.84252,0.02277,0.0298709,0.00995697,0.0298709,0.00995697,0.0298709,0.00995697,0.0298709,0.00995697
44,15695.8,1.07302,1.21936,0.02143,0.84737,0.78179,0.83413,0.65577,1.07537,0.84789,0.02271,0.0298647,0.0099549,0.0298647,0.0099549,0.0298647,0.0099549,0.0298647,0.0099549
45,16052,1.07302,1.2192,0.02143,0.8604,0.77314,0.83499,0.65622,1.07914,0.85148,0.0228,0.0298584,0.00995278,0.0298584,0.00995278,0.0298584,0.00995278,0.0298584,0.00995278
46,16405.2,1.07166,1.21953,0.0214,0.83562,0.79148,0.83527,0.65562,1.0791,0.85216,0.02275,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062,0.0298519,0.00995062
47,16756.2,1.06566,1.21214,0.02124,0.86019,0.7764,0.83411,0.65463,1.07732,0.84976,0.02273,0.0298452,0.0099484,0.0298452,0.0099484,0.0298452,0.0099484,0.0298452,0.0099484
48,17110.7,1.06783,1.21922,0.02128,0.84997,0.78514,0.8345,0.65105,1.07835,0.85257,0.02271,0.0298384,0.00994614,0.0298384,0.00994614,0.0298384,0.00994614,0.0298384,0.00994614
49,17461.8,1.0694,1.20483,0.02137,0.87328,0.76813,0.83388,0.65175,1.07917,0.85452,0.02274,0.0298315,0.00994383,0.0298315,0.00994383,0.0298315,0.00994383,0.0298315,0.00994383
50,17812.3,1.06566,1.21529,0.02127,0.86257,0.77443,0.83352,0.65174,1.07967,0.85096,0.02278,0.0298244,0.00994147,0.0298244,0.00994147,0.0298244,0.00994147,0.0298244,0.00994147
51,18164.2,1.0698,1.21598,0.02136,0.86541,0.76871,0.83326,0.6523,1.08164,0.85194,0.02287,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
52,18515.2,1.06535,1.20967,0.02123,0.86602,0.77185,0.83202,0.65018,1.07686,0.86144,0.0228,0.0298098,0.0099366,0.0298098,0.0099366,0.0298098,0.0099366,0.0298098,0.0099366
53,18867,1.07007,1.21644,0.02142,0.86531,0.7706,0.83074,0.64987,1.0748,0.86373,0.02274,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341,0.0298023,0.0099341
54,19220.7,1.07571,1.21336,0.02148,0.86654,0.7766,0.83088,0.65001,1.07886,0.85742,0.02284,0.0297946,0.00993154,0.0297946,0.00993154,0.0297946,0.00993154,0.0297946,0.00993154
55,19574.9,1.07173,1.19485,0.02136,0.86936,0.76619,0.8318,0.65324,1.07885,0.86827,0.02286,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894,0.0297868,0.00992894
56,19924.3,1.06999,1.19406,0.02126,0.86749,0.76942,0.82893,0.65063,1.07719,0.87157,0.0228,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629,0.0297789,0.00992629
57,20276.2,1.06875,1.1969,0.02142,0.86258,0.77155,0.82757,0.64833,1.07998,0.8719,0.02288,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359,0.0297708,0.00992359
58,20629.4,1.06461,1.19855,0.02127,0.86412,0.77081,0.82812,0.64869,1.08028,0.87166,0.02283,0.0297625,0.00992085,0.0297625,0.00992085,0.0297625,0.00992085,0.0297625,0.00992085
59,20980.7,1.06314,1.19251,0.02114,0.86124,0.77335,0.82883,0.64733,1.07929,0.87705,0.02283,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805,0.0297542,0.00991805
60,21332.3,1.06438,1.19078,0.02127,0.86003,0.77202,0.82654,0.64455,1.07964,0.87836,0.02286,0.0297456,0.00991521,0.0297456,0.00991521,0.0297456,0.00991521,0.0297456,0.00991521
61,21682.5,1.06666,1.18759,0.02126,0.87749,0.76647,0.82485,0.64199,1.08054,0.87704,0.02289,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
62,22033.2,1.07474,1.19984,0.02134,0.86356,0.7675,0.82509,0.64224,1.07988,0.8749,0.02293,0.0297282,0.00990938,0.0297282,0.00990938,0.0297282,0.00990938,0.0297282,0.00990938
63,22382.9,1.06471,1.18547,0.02117,0.87114,0.76463,0.82442,0.64153,1.08152,0.87663,0.02297,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064,0.0297192,0.0099064
64,22736,1.06083,1.19429,0.02119,0.87117,0.76722,0.82656,0.64593,1.08297,0.86964,0.02302,0.0297101,0.00990336,0.0297101,0.00990336,0.0297101,0.00990336,0.0297101,0.00990336
65,23086.7,1.06143,1.17445,0.02112,0.87678,0.76334,0.82481,0.64595,1.08176,0.87282,0.02298,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028,0.0297008,0.00990028
66,23437.9,1.06361,1.19948,0.02115,0.86012,0.77043,0.82342,0.64546,1.08205,0.87993,0.02297,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715,0.0296915,0.00989715
67,23791.2,1.06345,1.18694,0.02115,0.87258,0.77254,0.82559,0.64526,1.08694,0.8721,0.02311,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398,0.0296819,0.00989398
68,24143.1,1.05913,1.19108,0.02105,0.86678,0.77291,0.82679,0.64712,1.08401,0.87395,0.02305,0.0296723,0.00989075,0.0296723,0.00989075,0.0296723,0.00989075,0.0296723,0.00989075
69,24495,1.06781,1.19427,0.02123,0.86792,0.77152,0.82565,0.64627,1.08311,0.88398,0.02298,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748
70,24845.3,1.05624,1.16941,0.02097,0.86567,0.76846,0.82436,0.64914,1.08384,0.88286,0.02306,0.0296525,0.00988416,0.0296525,0.00988416,0.0296525,0.00988416,0.0296525,0.00988416
71,25197.8,1.06098,1.18797,0.0211,0.85316,0.77672,0.82509,0.65016,1.08538,0.88206,0.02308,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
72,25547.7,1.05674,1.18281,0.02096,0.85298,0.78129,0.82513,0.6506,1.08287,0.88537,0.02303,0.0296321,0.00987737,0.0296321,0.00987737,0.0296321,0.00987737,0.0296321,0.00987737
73,25900.1,1.06343,1.20104,0.02108,0.85103,0.78058,0.82536,0.65122,1.08015,0.89044,0.02292,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391
74,26248.5,1.06067,1.17091,0.02111,0.85666,0.77895,0.82405,0.65222,1.08089,0.8882,0.0229,0.0296112,0.0098704,0.0296112,0.0098704,0.0296112,0.0098704,0.0296112,0.0098704
75,26600.8,1.06119,1.17526,0.02102,0.85932,0.77986,0.82542,0.65382,1.08081,0.8801,0.02288,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684
76,26953,1.05824,1.17817,0.02105,0.85517,0.78417,0.82589,0.65482,1.07933,0.87995,0.02283,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323
77,27306.6,1.06115,1.1823,0.02117,0.85314,0.78218,0.82692,0.65469,1.07946,0.87588,0.02281,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958
78,27659.4,1.05741,1.17135,0.02103,0.83997,0.7833,0.82442,0.65264,1.07954,0.87966,0.02281,0.0295676,0.00985588,0.0295676,0.00985588,0.0295676,0.00985588,0.0295676,0.00985588
79,28009.8,1.05729,1.17311,0.02101,0.84331,0.77808,0.82492,0.65354,1.07947,0.88372,0.0228,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213
80,28360.9,1.0585,1.17509,0.02092,0.84755,0.78418,0.8256,0.6544,1.08039,0.87901,0.02278,0.029545,0.00984833,0.029545,0.00984833,0.029545,0.00984833,0.029545,0.00984833
81,28711.4,1.05664,1.17451,0.02095,0.85168,0.77438,0.82391,0.65358,1.07847,0.88065,0.02271,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
82,29062.1,1.05248,1.15832,0.02092,0.8544,0.77407,0.82484,0.65426,1.08291,0.87416,0.02284,0.0295218,0.0098406,0.0295218,0.0098406,0.0295218,0.0098406,0.0295218,0.0098406
83,29418.3,1.05812,1.16505,0.02099,0.85351,0.77322,0.82508,0.65422,1.08559,0.88131,0.02288,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666
84,29768.4,1.05564,1.15193,0.02095,0.82929,0.79279,0.82542,0.65413,1.08492,0.89819,0.02293,0.029498,0.00983267,0.029498,0.00983267,0.029498,0.00983267,0.029498,0.00983267
