epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,3245.62,1.30973,1.90261,0.02681,0.79909,0.69247,0.74755,0.53872,1.21582,0.98878,0.02584,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288,0.0299187,0.00997288
12,3528.55,1.30605,1.87667,0.02664,0.78194,0.72144,0.77466,0.56547,1.21896,1.00738,0.026,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672,0.0299016,0.0099672
13,3804.08,1.30535,1.86786,0.02656,0.79757,0.706,0.762,0.55976,1.16898,0.98733,0.02477,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097,0.0298829,0.00996097
14,4080.65,1.29957,1.85474,0.02644,0.79332,0.7281,0.79336,0.59081,1.16164,0.95445,0.02457,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542,0.0298626,0.0099542
15,4360.4,1.29126,1.85276,0.02641,0.78329,0.71221,0.77273,0.56999,1.14855,0.94591,0.02445,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469,0.0298407,0.0099469
16,4635.14,1.29219,1.84374,0.02628,0.79458,0.72297,0.7949,0.59673,1.14946,0.93885,0.0246,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906,0.0298172,0.00993906
17,4908.8,1.27981,1.81321,0.02603,0.75251,0.77123,0.80616,0.60636,1.15335,0.92208,0.02431,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068,0.029792,0.00993068
18,5184.51,1.28014,1.81358,0.02609,0.8225,0.72763,0.80639,0.60704,1.14092,0.91071,0.02405,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177,0.0297653,0.00992177
19,5462.25,1.28227,1.80144,0.02609,0.8159,0.7354,0.80199,0.60962,1.15276,0.93025,0.02412,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232,0.029737,0.00991232
20,5739.95,1.27135,1.78646,0.0259,0.80432,0.7344,0.80382,0.61099,1.13499,0.95371,0.0238,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234,0.029707,0.00990234
21,6017.08,1.27492,1.77551,0.02579,0.78415,0.7484,0.8056,0.60946,1.12355,0.96463,0.0237,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183,0.0296755,0.00989183
22,6293.47,1.27702,1.76844,0.02585,0.79469,0.75758,0.8139,0.61661,1.11582,0.95645,0.02357,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
23,6570.4,1.27461,1.7684,0.02593,0.80832,0.73231,0.81107,0.6174,1.13068,0.93017,0.02365,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922,0.0296076,0.00986922
24,6850.11,1.27245,1.77313,0.02582,0.79065,0.75116,0.81436,0.62242,1.11806,0.94383,0.02344,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711,0.0295713,0.00985711
25,7124.16,1.26569,1.74776,0.02571,0.803,0.74816,0.8142,0.62578,1.11525,0.94669,0.02332,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
26,7398.17,1.27873,1.75621,0.02592,0.81749,0.73953,0.81452,0.62261,1.11522,0.94777,0.02324,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133,0.029494,0.00983133
27,7676.14,1.2713,1.74853,0.02583,0.81656,0.73741,0.81677,0.62466,1.11117,0.9486,0.02313,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765,0.029453,0.00981765
28,7954.97,1.26185,1.72125,0.02551,0.79799,0.75485,0.81639,0.62473,1.12293,0.92974,0.02326,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
29,8234.1,1.26828,1.73643,0.02572,0.81326,0.74919,0.81859,0.62909,1.11919,0.92366,0.02319,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873,0.0293662,0.00978873
30,8508.94,1.2668,1.71836,0.02572,0.82037,0.74347,0.818,0.63021,1.10358,0.94177,0.02303,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349,0.0293205,0.00977349
31,8782.64,1.26601,1.72207,0.02565,0.82662,0.74178,0.81681,0.62888,1.12168,0.91298,0.02328,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
32,9059.32,1.26192,1.73432,0.02555,0.82861,0.74035,0.81789,0.62644,1.11293,0.92857,0.02324,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145,0.0292244,0.00974145
33,9340,1.26347,1.72593,0.02563,0.82475,0.74339,0.81636,0.6253,1.11486,0.92601,0.02334,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466,0.029174,0.00972466
34,9620.62,1.26121,1.71862,0.02555,0.81915,0.74618,0.81656,0.6277,1.11454,0.92568,0.02335,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
35,9900.91,1.26413,1.72031,0.02553,0.83368,0.74062,0.81488,0.62545,1.11641,0.92939,0.02335,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955,0.0290686,0.00968955
36,10180.6,1.26503,1.70052,0.02553,0.83421,0.73688,0.81768,0.62604,1.11783,0.92911,0.02339,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122,0.0290137,0.00967122
37,10466.2,1.25976,1.70963,0.02536,0.81933,0.74704,0.82141,0.62936,1.11504,0.93272,0.02327,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
38,10748.6,1.25427,1.71142,0.02529,0.82299,0.75159,0.82243,0.6299,1.1208,0.93112,0.02343,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306,0.0288992,0.00963306
39,11023.5,1.25074,1.68551,0.02537,0.81356,0.75961,0.82135,0.62844,1.12283,0.9295,0.02349,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322,0.0288397,0.00961322
40,11301.6,1.25558,1.70084,0.02533,0.82059,0.75107,0.8193,0.6262,1.12269,0.9381,0.02346,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
41,11581.6,1.25373,1.68639,0.02531,0.81959,0.74699,0.81651,0.62144,1.1241,0.93767,0.02351,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205,0.0287162,0.00957205
42,11858.8,1.25572,1.69895,0.02534,0.82609,0.73833,0.81811,0.62223,1.12717,0.93528,0.02362,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072,0.0286522,0.00955072
43,12138.2,1.25679,1.68063,0.02543,0.81762,0.75003,0.81758,0.62239,1.12898,0.93487,0.02364,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
44,12408.4,1.26118,1.68177,0.02543,0.81583,0.74418,0.8127,0.61919,1.12925,0.93915,0.02365,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658,0.0285197,0.00950658
45,12685.6,1.2567,1.69066,0.02546,0.81055,0.74568,0.81153,0.6182,1.12535,0.94529,0.02352,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377,0.0284513,0.00948377
46,12970.1,1.2498,1.67625,0.02517,0.83197,0.74063,0.80997,0.61663,1.12727,0.94602,0.02352,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
47,13250.1,1.25421,1.6764,0.02525,0.81895,0.75092,0.81315,0.61822,1.12893,0.93978,0.02357,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671,0.0283101,0.00943671
48,13530,1.26121,1.67392,0.02539,0.82759,0.74453,0.8156,0.61856,1.12953,0.94461,0.02358,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245,0.0282374,0.00941245
49,13811,1.25699,1.6746,0.02532,0.8211,0.74567,0.81516,0.61685,1.13126,0.95053,0.02366,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
50,14088.5,1.25814,1.67399,0.02541,0.82008,0.74934,0.81217,0.61431,1.13116,0.94865,0.02366,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251,0.0280875,0.00936251
51,14364.9,1.25009,1.67981,0.02521,0.77493,0.77076,0.80707,0.6104,1.13254,0.95209,0.02366,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683,0.0280105,0.00933683
52,14642.4,1.25893,1.6585,0.02547,0.83149,0.72779,0.79826,0.59849,1.13409,0.95139,0.02375,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
53,14919.1,1.24851,1.66277,0.02524,0.73472,0.78645,0.80887,0.60863,1.13619,0.95478,0.02375,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405,0.0278522,0.00928405
54,15190.8,1.24572,1.64609,0.02505,0.82389,0.75229,0.81068,0.60899,1.13817,0.94982,0.02379,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697,0.0277709,0.00925697
55,15471.1,1.24858,1.665,0.02518,0.82359,0.75091,0.81199,0.61037,1.13984,0.94847,0.02374,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
56,15744.1,1.24523,1.65992,0.02506,0.83458,0.73764,0.81171,0.61056,1.13814,0.95735,0.02366,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142,0.0276043,0.00920142
57,16018.5,1.23981,1.64133,0.02495,0.83436,0.73841,0.81236,0.60966,1.14116,0.94787,0.0237,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296,0.0275189,0.00917296
58,16294.1,1.24308,1.64152,0.02493,0.83491,0.74465,0.8131,0.60916,1.14048,0.94692,0.02369,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
59,16571,1.24318,1.64469,0.02508,0.83914,0.74138,0.81748,0.61214,1.13742,0.95095,0.02362,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
60,16844.2,1.24106,1.64483,0.025,0.82869,0.74902,0.81901,0.61261,1.1399,0.93828,0.02369,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488,0.0272546,0.00908488
61,17116.8,1.24334,1.65126,0.02505,0.83856,0.73984,0.81936,0.61309,1.13918,0.93873,0.02368,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
62,17392.4,1.24076,1.64633,0.02505,0.83448,0.74948,0.82042,0.61324,1.14083,0.93271,0.02373,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395,0.0270718,0.00902395
63,17665.1,1.23786,1.63194,0.02485,0.83459,0.74934,0.82065,0.61259,1.14133,0.93069,0.02376,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
64,17937.8,1.24926,1.63412,0.02531,0.84631,0.73322,0.8166,0.60826,1.14159,0.93226,0.02384,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
65,18210.8,1.24188,1.63933,0.02504,0.81691,0.74696,0.81231,0.60369,1.14131,0.94368,0.02384,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
66,18479.8,1.23836,1.64355,0.02489,0.79061,0.75671,0.81147,0.60404,1.14125,0.93905,0.02382,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687,0.0266906,0.00889687
67,18752.4,1.23944,1.63894,0.02491,0.76461,0.78034,0.81207,0.60391,1.14372,0.93262,0.02387,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
68,19026.6,1.23615,1.62733,0.02475,0.77742,0.77257,0.81151,0.60414,1.13987,0.93562,0.02383,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079,0.0264924,0.00883079
69,19301.5,1.23565,1.62789,0.02483,0.76949,0.77038,0.80935,0.60405,1.13541,0.93967,0.02375,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
70,19576.9,1.23676,1.61907,0.02488,0.82604,0.7446,0.81557,0.60991,1.13427,0.93286,0.02368,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
71,19852.6,1.23455,1.60983,0.02481,0.84736,0.73251,0.81762,0.61344,1.13089,0.92512,0.02361,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
72,20131.1,1.24068,1.6135,0.025,0.85919,0.72918,0.81816,0.61327,1.13137,0.92132,0.0236,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368,0.026081,0.00869368
73,20404.6,1.23771,1.62086,0.02476,0.85536,0.73134,0.81817,0.61432,1.12777,0.9216,0.02358,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
74,20680.2,1.23693,1.61914,0.02485,0.84528,0.73197,0.81702,0.61327,1.12551,0.93255,0.02354,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271,0.0258681,0.00862271
75,20950.2,1.23193,1.5986,0.02473,0.83528,0.73755,0.81848,0.61462,1.12375,0.92564,0.02353,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
76,21230.4,1.23007,1.5946,0.0248,0.84589,0.73009,0.8158,0.61443,1.1213,0.91764,0.02351,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
77,21505,1.23464,1.61014,0.02485,0.84266,0.73152,0.81547,0.61431,1.12176,0.91468,0.02352,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
78,21780,1.22938,1.59425,0.02463,0.84758,0.71798,0.81409,0.61509,1.12047,0.91412,0.02353,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611,0.0254283,0.00847611
79,22051.6,1.23283,1.58902,0.02479,0.80477,0.7412,0.81497,0.61784,1.12156,0.9102,0.0236,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
80,22326.2,1.23212,1.59409,0.02467,0.81794,0.74107,0.81596,0.61824,1.12219,0.91029,0.02359,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054,0.0252016,0.00840054
81,22601.7,1.22713,1.59975,0.02476,0.83958,0.73321,0.81712,0.61986,1.11973,0.90807,0.0235,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
82,22871.5,1.22192,1.5915,0.02455,0.81822,0.746,0.81826,0.61913,1.11858,0.90565,0.02349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349,0.0249705,0.00832349
83,23145.9,1.2244,1.59182,0.02457,0.82434,0.75391,0.82165,0.62072,1.12086,0.89846,0.02356,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
84,23417.5,1.22456,1.58252,0.02468,0.83374,0.74887,0.82488,0.62284,1.1226,0.89617,0.02361,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502,0.024735,0.00824502
85,23686.3,1.22578,1.59068,0.02453,0.86331,0.73223,0.82033,0.61895,1.12246,0.9022,0.02362,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
86,23959.1,1.22317,1.57098,0.02448,0.86344,0.7314,0.81682,0.61594,1.12057,0.904,0.02357,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514,0.0244954,0.00816514
87,24231.2,1.22718,1.57143,0.0246,0.85113,0.73353,0.81987,0.61891,1.11971,0.90526,0.02354,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
88,24500,1.22592,1.5818,0.02447,0.77921,0.78535,0.82069,0.61905,1.1212,0.8982,0.02361,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389,0.0242517,0.00808389
89,24772.8,1.22826,1.56797,0.02449,0.78191,0.78352,0.82213,0.62016,1.12093,0.89489,0.02355,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
90,25044.4,1.22544,1.57791,0.02458,0.78308,0.78736,0.82223,0.62084,1.11739,0.89301,0.0235,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131,0.0240039,0.00800131
91,25318.4,1.22777,1.58038,0.02454,0.79573,0.77835,0.82391,0.62414,1.11204,0.89638,0.02338,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
92,25585.3,1.21905,1.57216,0.02433,0.79334,0.77975,0.82191,0.622,1.10844,0.89571,0.0233,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744,0.0237523,0.00791744
93,25860.6,1.22286,1.57055,0.02461,0.83139,0.74463,0.8204,0.62173,1.10742,0.90242,0.02328,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
94,26133.3,1.2198,1.5755,0.02448,0.82943,0.74391,0.81848,0.62216,1.10356,0.90225,0.02318,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231,0.0234969,0.00783231
95,26401.4,1.21861,1.58674,0.02441,0.78338,0.7923,0.82469,0.62797,1.10103,0.89263,0.0231,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
96,26676.1,1.21904,1.57396,0.02434,0.7897,0.79878,0.82427,0.62879,1.10149,0.88946,0.02315,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596,0.0232379,0.00774596
97,26951.3,1.22154,1.5626,0.02424,0.78598,0.80147,0.82427,0.63001,1.10034,0.88785,0.02314,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
98,27223.8,1.21138,1.54568,0.02417,0.78792,0.80075,0.82445,0.6296,1.10073,0.88527,0.02319,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843,0.0229753,0.00765843
99,27498.4,1.21231,1.5526,0.02418,0.84709,0.77617,0.83189,0.63657,1.10032,0.88572,0.02319,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
100,27775.1,1.21818,1.55061,0.02429,0.84633,0.77524,0.83198,0.63694,1.09782,0.88788,0.02312,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976,0.0227093,0.00756976
101,28051.4,1.2092,1.5429,0.02413,0.85308,0.77615,0.83123,0.63691,1.09512,0.88914,0.02308,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
102,28322.4,1.20898,1.53935,0.02417,0.83544,0.77897,0.83165,0.63813,1.09177,0.8886,0.02301,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997,0.0224399,0.00747997
103,28594.2,1.20677,1.55041,0.02405,0.84856,0.77525,0.83238,0.63923,1.09049,0.88976,0.02295,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
104,28863,1.20592,1.53737,0.02401,0.83073,0.78162,0.83298,0.63965,1.08846,0.89341,0.0229,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913,0.0221674,0.00738913
105,29142.3,1.20576,1.52797,0.02408,0.8302,0.77661,0.82956,0.63642,1.09166,0.89485,0.02301,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
106,29414.8,1.2038,1.51577,0.02413,0.82758,0.77966,0.83045,0.63649,1.09435,0.88965,0.02302,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725,0.0218918,0.00729725
107,29687.2,1.20733,1.54126,0.02412,0.82688,0.78562,0.83149,0.63775,1.09325,0.89452,0.02298,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094,0.0217528,0.00725094
108,29958.7,1.20169,1.53566,0.024,0.83341,0.78275,0.83327,0.63957,1.09494,0.89532,0.02303,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439,0.0216132,0.00720439
109,30230.6,1.20172,1.52339,0.02403,0.84223,0.77753,0.83318,0.63894,1.09183,0.89208,0.0229,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761,0.0214728,0.00715761
110,30508,1.20079,1.52722,0.02388,0.8346,0.78038,0.83274,0.63806,1.0906,0.90441,0.02292,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059,0.0213318,0.00711059
111,30785.5,1.19757,1.523,0.0239,0.83899,0.78069,0.83274,0.63746,1.09069,0.89715,0.02296,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335,0.02119,0.00706335
112,31056.9,1.19992,1.51598,0.02395,0.84513,0.77686,0.83289,0.63779,1.09085,0.89322,0.0229,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588,0.0210476,0.00701588
113,31330.4,1.2006,1.51439,0.0239,0.84407,0.77825,0.83458,0.64011,1.09179,0.89062,0.02293,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682,0.0209046,0.0069682
114,31606.1,1.20289,1.51792,0.02393,0.8431,0.77818,0.83407,0.64079,1.09115,0.89658,0.02292,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031,0.0207609,0.00692031
115,31880.2,1.1969,1.50625,0.02382,0.84886,0.78167,0.83639,0.64335,1.09237,0.8895,0.02296,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222,0.0206166,0.00687222
116,32150.8,1.19682,1.50334,0.02375,0.84265,0.78247,0.83588,0.64377,1.09012,0.89535,0.02291,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392,0.0204718,0.00682392
117,32425,1.19605,1.5094,0.02382,0.79976,0.79043,0.82979,0.63828,1.09005,0.89848,0.0229,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543,0.0203263,0.00677543
118,32712,1.18902,1.49514,0.02375,0.81219,0.79114,0.83141,0.63874,1.08907,0.89853,0.02293,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675,0.0201803,0.00672675
119,32985,1.1948,1.49621,0.02374,0.80711,0.79358,0.83089,0.63916,1.08975,0.89396,0.02293,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789,0.0200337,0.00667789
120,33254.4,1.19118,1.49745,0.02389,0.81775,0.79132,0.83298,0.6421,1.09013,0.88832,0.02289,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885,0.0198865,0.00662885
121,33530.5,1.19646,1.50127,0.02378,0.86903,0.77047,0.84149,0.64817,1.09225,0.88153,0.02298,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963,0.0197389,0.00657963
122,33804.1,1.18803,1.48082,0.02358,0.87559,0.77381,0.84288,0.64992,1.09302,0.87659,0.02293,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025,0.0195908,0.00653025
123,34079.1,1.19194,1.48697,0.02363,0.88313,0.76875,0.84212,0.65002,1.09218,0.87625,0.0229,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071,0.0194421,0.00648071
124,34354.5,1.18637,1.47268,0.02357,0.87642,0.77475,0.84301,0.65008,1.09544,0.86674,0.02298,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101,0.019293,0.00643101
125,34629.4,1.18443,1.46242,0.02352,0.87617,0.78096,0.84275,0.64878,1.09428,0.86279,0.02296,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115,0.0191435,0.00638115
126,34907.1,1.18437,1.46674,0.02343,0.8745,0.78421,0.8433,0.64971,1.10313,0.84688,0.02308,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115,0.0189935,0.00633115
127,35182.1,1.18108,1.4534,0.02351,0.86462,0.78566,0.84329,0.65,1.10281,0.84773,0.02306,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101,0.018843,0.00628101
128,35456.4,1.1808,1.46353,0.02351,0.85906,0.78454,0.84353,0.65031,1.10282,0.84991,0.02305,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074,0.0186922,0.00623074
129,35729.7,1.1848,1.46804,0.02345,0.80761,0.80537,0.83626,0.64461,1.09948,0.85186,0.02301,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034,0.018541,0.00618034
130,36002.5,1.17614,1.45289,0.02349,0.80583,0.80515,0.83598,0.64424,1.1,0.84841,0.02304,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981,0.0183894,0.00612981
131,36276.4,1.17864,1.4534,0.02341,0.81686,0.7997,0.83426,0.64272,1.10069,0.85463,0.02305,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916,0.0182375,0.00607916
