epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,36546.1,1.17314,1.46053,0.02332,0.81198,0.80016,0.83277,0.64248,1.10033,0.8536,0.02302,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284,0.0180852,0.0060284
133,36817,1.18173,1.46643,0.02347,0.8154,0.79234,0.83311,0.64245,1.09917,0.85547,0.02294,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
134,37094.3,1.17319,1.44002,0.02317,0.80768,0.8033,0.83349,0.644,1.10003,0.85231,0.02294,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657,0.0177797,0.00592657
135,37369,1.17668,1.45824,0.02333,0.80704,0.80306,0.83265,0.64294,1.09979,0.84838,0.02295,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
136,37642,1.17869,1.44828,0.02337,0.80419,0.7997,0.83039,0.63987,1.10298,0.84531,0.02303,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435,0.0174731,0.00582435
137,37916.5,1.17652,1.44728,0.02338,0.80336,0.79971,0.8301,0.63943,1.10109,0.85112,0.02297,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
138,38193.9,1.17326,1.43994,0.02328,0.81836,0.79943,0.83108,0.64171,1.10141,0.84146,0.02302,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179,0.0171654,0.00572179
139,38469.5,1.16379,1.42971,0.02312,0.8599,0.7797,0.83808,0.64669,1.10338,0.83818,0.02307,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
140,38743.1,1.16986,1.43305,0.02316,0.83741,0.78026,0.82309,0.63237,1.10074,0.83697,0.02302,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894,0.0168568,0.00561894
141,39018.3,1.16082,1.42581,0.02298,0.84225,0.77636,0.82249,0.63244,1.10085,0.83711,0.02298,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
142,39291.1,1.16952,1.42566,0.02325,0.87261,0.77758,0.83798,0.64734,1.09859,0.83772,0.0229,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
143,39564.4,1.16118,1.41903,0.02295,0.86814,0.77819,0.83838,0.64805,1.0982,0.83842,0.0229,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
144,39837.8,1.16148,1.41564,0.02289,0.84279,0.78134,0.82248,0.63142,1.09895,0.84327,0.02288,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253,0.0162376,0.00541253
145,40107.1,1.16298,1.4115,0.02297,0.85269,0.77726,0.82297,0.63205,1.09768,0.8404,0.02291,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
146,40380.8,1.16325,1.41554,0.023,0.84508,0.77848,0.82225,0.63219,1.09894,0.84204,0.02296,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906,0.0159272,0.00530906
147,40653.9,1.15666,1.40418,0.02285,0.84462,0.78571,0.82476,0.63307,1.10125,0.83427,0.02302,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
148,40924.6,1.15926,1.39716,0.02289,0.85322,0.77902,0.83313,0.63957,1.10131,0.83178,0.02304,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
149,41197.3,1.16425,1.40372,0.02299,0.84879,0.77893,0.83142,0.64079,1.1,0.83704,0.023,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
150,41473.9,1.15555,1.39058,0.02269,0.85033,0.78411,0.83864,0.64849,1.10101,0.8348,0.02304,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184,0.0153055,0.00510184
151,41749.4,1.15176,1.39974,0.02274,0.85352,0.78161,0.83836,0.6492,1.10191,0.83603,0.02308,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,42023.2,1.15026,1.40089,0.02274,0.88771,0.75638,0.8386,0.64917,1.10217,0.83846,0.02307,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816,0.0149945,0.00499816
153,42295.1,1.1477,1.38743,0.02262,0.85376,0.7811,0.8381,0.64818,1.10398,0.83458,0.02312,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
154,42567.8,1.14772,1.3926,0.0225,0.86073,0.77612,0.83955,0.64959,1.10353,0.832,0.02317,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
155,42843.8,1.146,1.3929,0.02248,0.86536,0.77566,0.82534,0.63455,1.10524,0.82276,0.02316,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
156,43117,1.14598,1.37512,0.02252,0.86278,0.7738,0.83247,0.64189,1.10302,0.82581,0.02315,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094,0.0143728,0.00479094
157,43386.6,1.14669,1.37617,0.02248,0.85923,0.77387,0.83936,0.64903,1.10065,0.82747,0.02309,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
158,43655.6,1.14013,1.37197,0.02239,0.88062,0.77185,0.83836,0.64795,1.10022,0.83535,0.02306,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747,0.0140624,0.00468747
159,43929.1,1.14635,1.36308,0.02246,0.87149,0.76945,0.82279,0.63296,1.09928,0.83969,0.02305,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
160,44199.2,1.14689,1.36419,0.02244,0.85065,0.74572,0.81645,0.62881,1.09914,0.83855,0.02307,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
161,44470.3,1.14629,1.3648,0.02249,0.80107,0.80748,0.81793,0.62896,1.09749,0.83185,0.02305,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
162,44736.5,1.14076,1.34835,0.02248,0.80022,0.80476,0.81693,0.62854,1.09514,0.83449,0.02301,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106,0.0134432,0.00448106
163,45008.2,1.13645,1.35567,0.02233,0.81025,0.80285,0.81844,0.63111,1.09382,0.83568,0.02299,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
164,45284.5,1.14039,1.35115,0.02245,0.81203,0.80268,0.81548,0.62955,1.08978,0.83925,0.02293,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821,0.0131346,0.00437821
165,45555,1.13523,1.33206,0.02218,0.81468,0.80291,0.81682,0.63152,1.08884,0.83785,0.0229,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
166,45822.3,1.13015,1.34562,0.02208,0.82658,0.79927,0.82916,0.64347,1.08827,0.83861,0.02291,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
167,46097.1,1.13842,1.34731,0.02235,0.82611,0.79703,0.82841,0.64341,1.08925,0.83599,0.02291,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
168,46371.8,1.13118,1.33173,0.02217,0.84395,0.79327,0.83255,0.64711,1.09066,0.83396,0.02289,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343,0.0125203,0.00417343
169,46646.5,1.12272,1.31518,0.02192,0.82214,0.79943,0.82721,0.64108,1.08892,0.8369,0.02285,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
170,46916.9,1.12662,1.32795,0.02205,0.81987,0.80254,0.82767,0.64137,1.09078,0.83507,0.02291,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716,0.0122148,0.0040716
171,47186.2,1.12688,1.31676,0.02205,0.80518,0.80431,0.82869,0.64076,1.0888,0.8366,0.02289,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
172,47457.2,1.1222,1.32131,0.02196,0.79964,0.80788,0.82841,0.64142,1.0891,0.83602,0.02292,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
173,47726.5,1.11821,1.31345,0.02171,0.80246,0.80667,0.82724,0.64064,1.08996,0.83885,0.02295,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
174,47999.4,1.116,1.32704,0.02191,0.80725,0.80361,0.82787,0.64188,1.08973,0.83828,0.02296,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926,0.0116078,0.00386926
175,48267.1,1.11707,1.3097,0.02187,0.80356,0.80485,0.82655,0.64286,1.08718,0.83602,0.02293,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
176,48541.3,1.11299,1.30834,0.02183,0.80471,0.80732,0.82719,0.6442,1.0864,0.83587,0.02295,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885,0.0113065,0.00376885
177,48815,1.11276,1.28949,0.02177,0.79585,0.80685,0.82612,0.6442,1.08751,0.83357,0.02297,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885,0.0111565,0.00371885
178,49089.9,1.11509,1.28533,0.0218,0.80784,0.80363,0.82827,0.64646,1.08913,0.83242,0.023,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
179,49361.1,1.11043,1.28507,0.02166,0.79135,0.80867,0.8248,0.64319,1.08909,0.833,0.02298,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929,0.0108579,0.00361929
180,49638.9,1.11063,1.30189,0.02168,0.79541,0.80875,0.82522,0.64291,1.0901,0.83303,0.02302,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975,0.0107092,0.00356975
181,49911.4,1.10668,1.27928,0.02156,0.78224,0.81341,0.82474,0.64226,1.08782,0.84035,0.02295,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
182,50185.1,1.10075,1.28335,0.02158,0.84345,0.75693,0.82548,0.64194,1.09073,0.8362,0.02299,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115,0.0104135,0.00347115
183,50458,1.09829,1.2709,0.02139,0.83717,0.76173,0.82393,0.64102,1.09028,0.83984,0.023,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
184,50733.1,1.09758,1.26429,0.02137,0.84773,0.75265,0.82294,0.64024,1.0885,0.8467,0.02296,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
185,51004.3,1.09682,1.27658,0.02148,0.84844,0.75584,0.82465,0.6419,1.08852,0.8452,0.02299,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
186,51274.2,1.09884,1.26592,0.02142,0.84766,0.75817,0.82429,0.64158,1.08897,0.84582,0.02298,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608,0.00982824,0.00327608
187,51544.4,1.09146,1.25407,0.02128,0.80151,0.80813,0.82767,0.6459,1.08592,0.84521,0.02294,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
188,51817.7,1.08928,1.25236,0.02121,0.79005,0.8088,0.82316,0.6419,1.0871,0.83877,0.023,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969,0.00953906,0.00317969
189,52090.9,1.09537,1.25642,0.02122,0.78457,0.81128,0.82314,0.64261,1.0869,0.84115,0.02299,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
190,52362.2,1.09342,1.25845,0.02131,0.83499,0.76115,0.82388,0.64218,1.08592,0.84437,0.02294,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
191,52634.5,1.08893,1.23775,0.02125,0.83824,0.76352,0.82494,0.64357,1.08532,0.84235,0.02295,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
192,52907.1,1.09018,1.23089,0.02115,0.83671,0.76679,0.82623,0.64426,1.08403,0.8448,0.0229,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941,0.00896823,0.00298941
193,53180.8,1.08641,1.23167,0.02106,0.83133,0.76748,0.82497,0.64308,1.08469,0.84915,0.02293,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
194,53453.2,1.08351,1.23454,0.02099,0.79502,0.81141,0.82788,0.64512,1.08339,0.84767,0.02294,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561,0.00868682,0.00289561
195,53724.7,1.08077,1.23583,0.02095,0.80898,0.80577,0.82764,0.64549,1.08651,0.84304,0.02298,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
196,53999.9,1.0797,1.22742,0.02099,0.80109,0.81078,0.82722,0.64484,1.08714,0.83902,0.023,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
197,54277.9,1.07255,1.21609,0.02084,0.80665,0.81203,0.8273,0.64438,1.08738,0.83558,0.02308,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
198,54552.6,1.06899,1.20966,0.02074,0.80584,0.81307,0.82687,0.64415,1.08626,0.83967,0.02305,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087,0.00813262,0.00271087
199,54823.6,1.07804,1.21079,0.02086,0.7999,0.81379,0.82752,0.644,1.08515,0.83723,0.02302,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
200,55100.2,1.07159,1.20616,0.02075,0.80534,0.8078,0.82638,0.64366,1.08306,0.83996,0.02294,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003,0.00786008,0.00262003
201,55382.1,1.06431,1.19605,0.0206,0.79326,0.81115,0.82456,0.64236,1.08423,0.83854,0.02294,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
202,55655.8,1.0655,1.20747,0.02065,0.79624,0.80917,0.82501,0.64271,1.08391,0.84253,0.02292,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
203,55929.2,1.06457,1.19283,0.02054,0.7962,0.79764,0.82416,0.64255,1.08326,0.84067,0.02291,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
204,56201.6,1.06442,1.19584,0.02054,0.81558,0.78102,0.82672,0.64535,1.08178,0.84249,0.02285,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157,0.00732471,0.00244157
205,56473.7,1.05848,1.18003,0.02051,0.81762,0.77865,0.82574,0.64471,1.08261,0.84289,0.0229,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
206,56748.6,1.04978,1.18694,0.02036,0.82227,0.77479,0.82472,0.64483,1.08069,0.84434,0.02286,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404,0.00706211,0.00235404
207,57022,1.05987,1.17068,0.02052,0.81272,0.77737,0.82368,0.64381,1.08224,0.84716,0.02293,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
208,57291.7,1.05962,1.17717,0.02038,0.82203,0.77503,0.8249,0.64649,1.08247,0.84457,0.02297,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
