epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
124,39654,1.04933,1.10253,0.02139,0.80041,0.74535,0.79239,0.59185,1.11504,1.03447,0.0245,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502
125,39970.4,1.04453,1.10333,0.02129,0.81212,0.73537,0.79379,0.59349,1.11558,1.03092,0.02448,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913
126,40289.5,1.04752,1.10821,0.02127,0.81489,0.73796,0.78618,0.58456,1.11531,1.02888,0.02444,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
127,40600.7,1.05125,1.11482,0.02136,0.81314,0.73675,0.78594,0.58452,1.11437,1.04179,0.02439,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723
128,40913.5,1.04723,1.10121,0.02128,0.78189,0.76571,0.78838,0.58599,1.11428,1.04584,0.02441,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121
129,41233.7,1.04686,1.10746,0.02129,0.82363,0.73686,0.7883,0.58689,1.11355,1.04787,0.0244,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515
130,41554,1.04577,1.10832,0.02126,0.82365,0.73649,0.79716,0.59463,1.11233,1.04992,0.02438,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904
131,41876.7,1.0429,1.09491,0.02109,0.81402,0.74057,0.79706,0.5949,1.11344,1.05361,0.02444,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
132,42196.1,1.04602,1.11364,0.02131,0.81138,0.74068,0.79264,0.59131,1.11448,1.06762,0.02449,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669
133,42513,1.04395,1.10515,0.02126,0.80621,0.74281,0.79278,0.59024,1.1171,1.06929,0.02458,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044
134,42825.2,1.04841,1.11916,0.02127,0.80279,0.73913,0.77638,0.574,1.11684,1.07609,0.02459,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416
135,43146.7,1.04475,1.11506,0.02133,0.80484,0.73451,0.78132,0.57843,1.11613,1.07728,0.02457,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782
136,43469.1,1.04533,1.12049,0.02125,0.81434,0.735,0.78388,0.58122,1.11848,1.06283,0.02468,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
137,43785.8,1.0423,1.09959,0.02116,0.8095,0.73596,0.79091,0.58746,1.11795,1.07132,0.02463,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502
138,44103.3,1.04701,1.09955,0.02131,0.80948,0.73106,0.78226,0.57984,1.11956,1.06993,0.02468,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856
139,44419.8,1.04986,1.10171,0.02136,0.80654,0.73733,0.78214,0.58075,1.11958,1.07313,0.02465,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205
140,44734.2,1.04653,1.09216,0.02133,0.81272,0.72908,0.779,0.57927,1.11531,1.08689,0.02457,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549
141,45054.5,1.04792,1.09329,0.02128,0.80822,0.72692,0.78714,0.5863,1.1113,1.08615,0.02447,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
142,45377.8,1.0457,1.0983,0.02122,0.80616,0.73012,0.77912,0.57957,1.10965,1.09036,0.02439,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225
143,45694.6,1.04352,1.09121,0.02118,0.79171,0.72989,0.77064,0.56979,1.1117,1.08674,0.02446,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556
144,46013.2,1.04287,1.09554,0.02117,0.79087,0.73418,0.7886,0.5851,1.11136,1.08876,0.02447,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883
145,46330.1,1.04224,1.09153,0.02115,0.79697,0.73231,0.78031,0.57882,1.11321,1.0895,0.02452,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206
146,46649.1,1.04035,1.08422,0.02111,0.79894,0.73585,0.78142,0.58014,1.1159,1.09161,0.02458,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
147,46966.2,1.03961,1.08559,0.02112,0.79278,0.72926,0.78071,0.57921,1.11423,1.10228,0.02455,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837
148,47285.8,1.04854,1.09726,0.02128,0.7897,0.73606,0.77959,0.57765,1.1158,1.10556,0.02463,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147
149,47600.1,1.04293,1.09343,0.02116,0.79083,0.73495,0.78107,0.5771,1.11625,1.10523,0.02465,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452
150,47918.3,1.04256,1.09852,0.02119,0.79672,0.73123,0.78132,0.57706,1.11872,1.10139,0.02471,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752
151,48236.5,1.03941,1.08229,0.02108,0.79678,0.72511,0.77914,0.57481,1.11768,1.1111,0.0247,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
152,48551.6,1.04282,1.08114,0.02119,0.81561,0.71549,0.77788,0.57375,1.12227,1.10272,0.02488,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534
153,48870.1,1.0433,1.091,0.02112,0.82371,0.71119,0.76877,0.56778,1.12213,1.09637,0.02484,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628
154,49187.2,1.04099,1.07848,0.02105,0.83682,0.70611,0.77767,0.57538,1.12321,1.09218,0.02488,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911
155,49502.2,1.04324,1.09223,0.02114,0.82115,0.71141,0.77964,0.57744,1.12215,1.08572,0.02482,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189
156,49818.3,1.04164,1.08578,0.02113,0.79922,0.71948,0.76999,0.56987,1.12234,1.09129,0.02485,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
157,50134.4,1.03872,1.07419,0.02105,0.82256,0.70659,0.7669,0.56546,1.12514,1.08955,0.02501,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734
158,50456.2,1.03617,1.07778,0.02114,0.83099,0.71765,0.7676,0.56544,1.12296,1.09499,0.02493,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941
159,50773.4,1.04005,1.09623,0.02114,0.80097,0.72732,0.76703,0.56414,1.11992,1.10178,0.02485,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262
160,51094.8,1.03596,1.07227,0.02101,0.79922,0.72691,0.76837,0.5656,1.1184,1.10357,0.02474,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519
161,51408.9,1.04074,1.0906,0.02115,0.79386,0.73142,0.76688,0.56551,1.11938,1.09571,0.02479,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
162,51729,1.03689,1.08412,0.02108,0.80093,0.72882,0.77027,0.56904,1.12135,1.08978,0.02489,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802
163,52045.1,1.04248,1.08826,0.02107,0.79974,0.72699,0.76838,0.56591,1.11923,1.09306,0.02485,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265
164,52363.1,1.03493,1.08014,0.02096,0.7925,0.72408,0.76451,0.5634,1.12132,1.08208,0.02488,0.0280952,0.00936505,0.0280952,0.00936505,0.0280952,0.00936505,0.0280952,0.00936505
165,52684,1.03805,1.08813,0.02103,0.79815,0.73055,0.76747,0.56743,1.12292,1.06896,0.02492,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741
166,53004.1,1.03801,1.08242,0.02105,0.80016,0.7306,0.76727,0.5676,1.12238,1.06987,0.02485,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
167,53320.5,1.03746,1.07135,0.02105,0.79148,0.7293,0.76455,0.56646,1.12242,1.06607,0.02489,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342
168,53637.3,1.04178,1.08476,0.02108,0.79883,0.72688,0.76552,0.56617,1.12202,1.06357,0.02488,0.0280027,0.00933423,0.0280027,0.00933423,0.0280027,0.00933423,0.0280027,0.00933423
169,53952.5,1.0365,1.07779,0.02102,0.78915,0.73403,0.76612,0.56745,1.12377,1.06122,0.02493,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642
170,54265.7,1.03799,1.09158,0.02106,0.78954,0.73106,0.76365,0.56666,1.1246,1.05418,0.02497,0.0279557,0.00931857,0.0279557,0.00931857,0.0279557,0.00931857,0.0279557,0.00931857
171,54578.1,1.04188,1.09089,0.02102,0.77768,0.74121,0.76533,0.56834,1.1234,1.05701,0.02488,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
172,54893.8,1.03478,1.0734,0.02098,0.78875,0.73484,0.76558,0.56886,1.12392,1.04722,0.02493,0.0279082,0.00930274,0.0279082,0.00930274,0.0279082,0.00930274,0.0279082,0.00930274
173,55213.7,1.03271,1.07715,0.02101,0.78839,0.73804,0.76686,0.57007,1.12445,1.03598,0.02497,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476
174,55535,1.03756,1.0842,0.02101,0.78962,0.73368,0.76666,0.56963,1.12405,1.0387,0.02494,0.0278602,0.00928674,0.0278602,0.00928674,0.0278602,0.00928674,0.0278602,0.00928674
175,55850.9,1.0384,1.08004,0.02105,0.78896,0.73394,0.76556,0.56794,1.12301,1.04471,0.0249,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867
176,56171.9,1.03861,1.0766,0.02095,0.79456,0.73207,0.76457,0.56826,1.12701,1.03559,0.02502,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
177,56490,1.0391,1.07485,0.02098,0.79079,0.7342,0.76497,0.56765,1.12539,1.03251,0.02494,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242
178,56809.6,1.03482,1.07209,0.02099,0.79191,0.72906,0.77455,0.57923,1.12595,1.02594,0.02493,0.0277627,0.00925423,0.0277627,0.00925423,0.0277627,0.00925423,0.0277627,0.00925423
179,57128.8,1.03556,1.07145,0.02101,0.80692,0.72066,0.76549,0.56984,1.12412,1.03043,0.02492,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601
180,57449.7,1.03713,1.07464,0.02095,0.77715,0.74538,0.77358,0.57883,1.12404,1.03013,0.02493,0.0277132,0.00923774,0.0277132,0.00923774,0.0277132,0.00923774,0.0277132,0.00923774
181,57768.9,1.039,1.07626,0.02103,0.77809,0.74171,0.78151,0.58623,1.12357,1.02781,0.02491,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
182,58087.7,1.03791,1.07904,0.02104,0.79671,0.73159,0.78237,0.58552,1.12327,1.03738,0.02488,0.0276632,0.00922107,0.0276632,0.00922107,0.0276632,0.00922107,0.0276632,0.00922107
183,58410.7,1.04003,1.08172,0.02106,0.80215,0.73868,0.78385,0.5875,1.12512,1.04302,0.0249,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268
184,58728,1.03601,1.0879,0.02102,0.80028,0.73704,0.77291,0.58034,1.12427,1.05058,0.0249,0.0276127,0.00920424,0.0276127,0.00920424,0.0276127,0.00920424,0.0276127,0.00920424
185,59042.1,1.03345,1.06674,0.02092,0.80351,0.734,0.7727,0.58075,1.12508,1.05162,0.0249,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576
186,59361.3,1.04182,1.08191,0.02111,0.80587,0.72641,0.78112,0.58414,1.12433,1.05369,0.02488,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
187,59680.4,1.03024,1.07813,0.02083,0.80003,0.73236,0.78213,0.58544,1.1252,1.05301,0.02491,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869
188,59999.4,1.03713,1.07015,0.02104,0.80054,0.73809,0.78502,0.58698,1.1234,1.05977,0.02486,0.0275103,0.00917009,0.0275103,0.00917009,0.0275103,0.00917009,0.0275103,0.00917009
189,60312.9,1.03753,1.08545,0.02108,0.79601,0.73819,0.78473,0.58675,1.12471,1.0594,0.02488,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145
190,60632.2,1.02804,1.06674,0.02085,0.79842,0.73548,0.78727,0.58881,1.12485,1.05594,0.02491,0.0274583,0.00915277,0.0274583,0.00915277,0.0274583,0.00915277,0.0274583,0.00915277
191,60950.6,1.0312,1.06209,0.02095,0.79315,0.7341,0.78673,0.58689,1.12843,1.05032,0.02504,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
192,61267.3,1.03311,1.0725,0.02095,0.79793,0.73693,0.78763,0.58657,1.12673,1.04715,0.02506,0.0274059,0.00913529,0.0274059,0.00913529,0.0274059,0.00913529,0.0274059,0.00913529
193,61582.6,1.0297,1.05603,0.0209,0.79324,0.74527,0.78956,0.58772,1.12763,1.0492,0.02501,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649
194,61896,1.03807,1.06935,0.02094,0.79387,0.74247,0.7775,0.57854,1.12849,1.05211,0.02507,0.0273529,0.00911764,0.0273529,0.00911764,0.0273529,0.00911764,0.0273529,0.00911764
195,62210.2,1.03596,1.06976,0.02095,0.79468,0.73815,0.77796,0.57986,1.12963,1.04864,0.0251,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876
196,62526.1,1.03737,1.06593,0.021,0.79074,0.73429,0.7779,0.58042,1.12816,1.05461,0.02505,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
